-0.088379,-0.075562,-0.1001,-0.077881,-0.078003,-0.063843,-0.076416,-0.082275,-0.088745,-0.078979,-0.083496,-0.067627,-0.056763,-0.075195,-0.073975,-0.072388,-0.08606,-0.080078,-0.088257,-0.064087,-0.080566,-0.077881,-0.080444,-0.084229,-0.083252,-0.068115,-0.064453,-0.064209,-0.065918,-0.075317,-0.070801,-0.083008,-0.074585,-0.058838,-0.063721,-0.075806,-0.077759,-0.073975,-0.081055,-0.069824,-0.061279,-0.076416,-0.08667,-0.073242,-0.074951,-0.085938,-0.079834,-0.074219,-0.069458,-0.082153,-0.069824,-0.078369,-0.082642,-0.10046,-0.083252,-0.07312,-0.07251,-0.083984,-0.078125,-0.072388,-0.079224,-0.077515,-0.067383,-0.069824,-0.081299,-0.071655,-0.072388,-0.088379,-0.077271,-0.06604,-0.068237,-0.091187,-0.088989,-0.072876,-0.073608,-0.089722,-0.068237,-0.078247,-0.092773,-0.071045,-0.078979,-0.079834,-0.08606,-0.07605,-0.064575,-0.074219,-0.095825,-0.088379,-0.086548,-0.084473,-0.078735,-0.060303,-0.067749,-0.075562,-0.071899,-0.079346,-0.084839,-0.074341,-0.06604,-0.072021,-0.074219,-0.081787,-0.078125,-0.098755,-0.082764,-0.076172,-0.071045,-0.074585,-0.085815,-0.078369,-0.077637,-0.082886,-0.066284,-0.075928,-0.076782,-0.090576,-0.080322,-0.074219,-0.085815,-0.07251,-0.068848,-0.069214,-0.079712,-0.077759,-0.092896,-0.081543,-0.078003,-0.077393
-0.13513,-0.11987,-0.14001,-0.11926,-0.12524,-0.10364,-0.12439,-0.13708,-0.13354,-0.11279,-0.12585,-0.087524,-0.098999,-0.11462,-0.11182,-0.11755,-0.12305,-0.11121,-0.13074,-0.11096,-0.12292,-0.12622,-0.12378,-0.11743,-0.11658,-0.10669,-0.10242,-0.093872,-0.11157,-0.11987,-0.10229,-0.12378,-0.11304,-0.099609,-0.10205,-0.12354,-0.12158,-0.11462,-0.11267,-0.10706,-0.10339,-0.11792,-0.13635,-0.12292,-0.12048,-0.12744,-0.11267,-0.11877,-0.11633,-0.12573,-0.10425,-0.13196,-0.12354,-0.13831,-0.12512,-0.11255,-0.11816,-0.13208,-0.13037,-0.10852,-0.10938,-0.1167,-0.11096,-0.1095,-0.125,-0.11414,-0.10327,-0.12903,-0.11023,-0.1084,-0.10535,-0.13843,-0.1333,-0.10876,-0.11353,-0.12793,-0.11047,-0.12463,-0.13757,-0.11011,-0.12524,-0.12048,-0.13123,-0.11682,-0.10156,-0.11743,-0.146,-0.13306,-0.12793,-0.12219,-0.1228,-0.090698,-0.099731,-0.11243,-0.12207,-0.11902,-0.11121,-0.10828,-0.1062,-0.11487,-0.11096,-0.12622,-0.11621,-0.13977,-0.12183,-0.12341,-0.11267,-0.11011,-0.13123,-0.1228,-0.11853,-0.1228,-0.11475,-0.12366,-0.1123,-0.13794,-0.12122,-0.11377,-0.12659,-0.11353,-0.11157,-0.10925,-0.12354,-0.12854,-0.13513,-0.11914,-0.11816,-0.12512
-0.15857,-0.14319,-0.14429,-0.14954,-0.14868,-0.14185,-0.15479,-0.15918,-0.14966,-0.1427,-0.15125,-0.13318,-0.13782,-0.15027,-0.15515,-0.15137,-0.14587,-0.15161,-0.14172,-0.1394,-0.15149,-0.15991,-0.15479,-0.14526,-0.15002,-0.14868,-0.14148,-0.13989,-0.15662,-0.1571,-0.14136,-0.14807,-0.14368,-0.13855,-0.14124,-0.15369,-0.15198,-0.15027,-0.14819,-0.14062,-0.13684,-0.14673,-0.15771,-0.15613,-0.14954,-0.14441,-0.14746,-0.14282,-0.13977,-0.1499,-0.14734,-0.1543,-0.14905,-0.14417,-0.14758,-0.13953,-0.14563,-0.16064,-0.15784,-0.14185,-0.14734,-0.15015,-0.14368,-0.14343,-0.15771,-0.15137,-0.13989,-0.15417,-0.14844,-0.14246,-0.14258,-0.15637,-0.1615,-0.14905,-0.14807,-0.1521,-0.14648,-0.14514,-0.15015,-0.15649,-0.15259,-0.14868,-0.14917,-0.14807,-0.13818,-0.14941,-0.15906,-0.1554,-0.14648,-0.15186,-0.14539,-0.14026,-0.14148,-0.15601,-0.15332,-0.14929,-0.14612,-0.14587,-0.14172,-0.14246,-0.15747,-0.15698,-0.14514,-0.1427,-0.14685,-0.14697,-0.14539,-0.15271,-0.16162,-0.15063,-0.14575,-0.15149,-0.14465,-0.14368,-0.15112,-0.16052,-0.15881,-0.14246,-0.14844,-0.14771,-0.14307,-0.15063,-0.15808,-0.15283,-0.14001,-0.14978,-0.14844,-0.14392
-0.12256,-0.12903,-0.10034,-0.1322,-0.11072,-0.13306,-0.13367,-0.1261,-0.11475,-0.12671,-0.12659,-0.14587,-0.13464,-0.13281,-0.14966,-0.13171,-0.11743,-0.13586,-0.10461,-0.1228,-0.12683,-0.14001,-0.13159,-0.12402,-0.12695,-0.13782,-0.13879,-0.14172,-0.14819,-0.14185,-0.13708,-0.12549,-0.13574,-0.13306,-0.14087,-0.13843,-0.13879,-0.13123,-0.13257,-0.13928,-0.12964,-0.1239,-0.11975,-0.14404,-0.12695,-0.11865,-0.13684,-0.12134,-0.12537,-0.12439,-0.15417,-0.12634,-0.12012,-0.10168,-0.11536,-0.11609,-0.12769,-0.13489,-0.12793,-0.13403,-0.13586,-0.12781,-0.12537,-0.1344,-0.13806,-0.14197,-0.13538,-0.12183,-0.13525,-0.12903,-0.13171,-0.12158,-0.12842,-0.1366,-0.13269,-0.11597,-0.12524,-0.11829,-0.11462,-0.1499,-0.13062,-0.12549,-0.12122,-0.12585,-0.13025,-0.13806,-0.11731,-0.12,-0.11572,-0.12585,-0.11938,-0.13867,-0.14136,-0.14636,-0.13831,-0.12292,-0.13562,-0.13281,-0.12476,-0.12659,-0.14673,-0.13171,-0.12463,-0.099365,-0.12854,-0.12195,-0.12793,-0.14246,-0.13464,-0.12976,-0.12146,-0.12488,-0.12634,-0.11243,-0.1416,-0.12744,-0.13135,-0.13232,-0.12085,-0.12842,-0.12671,-0.13501,-0.13892,-0.12927,-0.10828,-0.12817,-0.12781,-0.11438
-0.080078,-0.078491,-0.059692,-0.082153,-0.076904,-0.092163,-0.086914,-0.080566,-0.070923,-0.082397,-0.081421,-0.10449,-0.091309,-0.090576,-0.10632,-0.086548,-0.071777,-0.094238,-0.073975,-0.087769,-0.083252,-0.092529,-0.085083,-0.078613,-0.076782,-0.098877,-0.090576,-0.10645,-0.10425,-0.092529,-0.092529,-0.073242,-0.096313,-0.097534,-0.099976,-0.095703,-0.092773,-0.084351,-0.079224,-0.095825,-0.097656,-0.077759,-0.078613,-0.092285,-0.081543,-0.071167,-0.08728,-0.080566,-0.082275,-0.080933,-0.11353,-0.080811,-0.075562,-0.063232,-0.076416,-0.081055,-0.084717,-0.086914,-0.08374,-0.086426,-0.087036,-0.078491,-0.084473,-0.086792,-0.091431,-0.097412,-0.092773,-0.074341,-0.094604,-0.088745,-0.090088,-0.077271,-0.083008,-0.08374,-0.086426,-0.072998,-0.083862,-0.072266,-0.069824,-0.099365,-0.083008,-0.07605,-0.074219,-0.086182,-0.09021,-0.086914,-0.078247,-0.073975,-0.06543,-0.079468,-0.080078,-0.096191,-0.10547,-0.098511,-0.093384,-0.074951,-0.087769,-0.094238,-0.084961,-0.087769,-0.094971,-0.088623,-0.080811,-0.063721,-0.084595,-0.07666,-0.08667,-0.099121,-0.086182,-0.079468,-0.07251,-0.075195,-0.086914,-0.072876,-0.091431,-0.080322,-0.079468,-0.083496,-0.073853,-0.090942,-0.082764,-0.085327,-0.095093,-0.083862,-0.065063,-0.082275,-0.085938,-0.073486
-0.080566,-0.0625,-0.065552,-0.06665,-0.083496,-0.070801,-0.067993,-0.073975,-0.062012,-0.055054,-0.072266,-0.074097,-0.067383,-0.06897,-0.072021,-0.064941,-0.069824,-0.064819,-0.08252,-0.071777,-0.070312,-0.07251,-0.071289,-0.059082,-0.064087,-0.072876,-0.077881,-0.074097,-0.073975,-0.072144,-0.056763,-0.059326,-0.075195,-0.069336,-0.069092,-0.07251,-0.071899,-0.061523,-0.062988,-0.06311,-0.072998,-0.077759,-0.076172,-0.073486,-0.068726,-0.060303,-0.065186,-0.074829,-0.065918,-0.066284,-0.075073,-0.06897,-0.062622,-0.075928,-0.077393,-0.071045,-0.069336,-0.071045,-0.068726,-0.055298,-0.05835,-0.074951,-0.076904,-0.071045,-0.07373,-0.069092,-0.061035,-0.06189,-0.075684,-0.076782,-0.064819,-0.075195,-0.076416,-0.063965,-0.061401,-0.068115,-0.071899,-0.077393,-0.073242,-0.071899,-0.068604,-0.062744,-0.066406,-0.074463,-0.073608,-0.072754,-0.07959,-0.074951,-0.063721,-0.070312,-0.073975,-0.078125,-0.073853,-0.06897,-0.074463,-0.063843,-0.058716,-0.072388,-0.071899,-0.068115,-0.071289,-0.073975,-0.060303,-0.069824,-0.063477,-0.0802,-0.072998,-0.073486,-0.076294,-0.060059,-0.060669,-0.068848,-0.070435,-0.078369,-0.072021,-0.078369,-0.072144,-0.058838,-0.067993,-0.078003,-0.075439,-0.070557,-0.074341,-0.070557,-0.067261,-0.064087,-0.072144,-0.084839
-0.12036,-0.094971,-0.10498,-0.10791,-0.12646,-0.10718,-0.098145,-0.11267,-0.098633,-0.082886,-0.11072,-0.099976,-0.09668,-0.095825,-0.086182,-0.097046,-0.11218,-0.083252,-0.12732,-0.104,-0.10583,-0.099854,-0.10229,-0.098389,-0.095703,-0.10046,-0.11096,-0.091064,-0.087646,-0.10083,-0.078857,-0.090698,-0.10645,-0.096924,-0.099365,-0.095947,-0.097534,-0.08667,-0.095947,-0.081787,-0.098145,-0.12427,-0.11719,-0.104,-0.092773,-0.095825,-0.099976,-0.11023,-0.10547,-0.0979,-0.09082,-0.10315,-0.10571,-0.12219,-0.12024,-0.10364,-0.095215,-0.11255,-0.10034,-0.077515,-0.087769,-0.10803,-0.11719,-0.099121,-0.099243,-0.093994,-0.079468,-0.10437,-0.10095,-0.11121,-0.099731,-0.10803,-0.11475,-0.090576,-0.088257,-0.10632,-0.10901,-0.12805,-0.11218,-0.092285,-0.10254,-0.095337,-0.10339,-0.11597,-0.095825,-0.098389,-0.11609,-0.11914,-0.11597,-0.10669,-0.11414,-0.11499,-0.091309,-0.09082,-0.099365,-0.10242,-0.085083,-0.10474,-0.10718,-0.097046,-0.099243,-0.10852,-0.08728,-0.10583,-0.091797,-0.12292,-0.11487,-0.091797,-0.10974,-0.091187,-0.10217,-0.1145,-0.098389,-0.11914,-0.094238,-0.12598,-0.10413,-0.082153,-0.10669,-0.11646,-0.11462,-0.10425,-0.10559,-0.10498,-0.10791,-0.092285,-0.11121,-0.1322
-0.14905,-0.13733,-0.14062,-0.14758,-0.15942,-0.14685,-0.13379,-0.14282,-0.14038,-0.1272,-0.14624,-0.15051,-0.14111,-0.13623,-0.13098,-0.14319,-0.14001,-0.12573,-0.15833,-0.15027,-0.14441,-0.13904,-0.14209,-0.1355,-0.146,-0.14832,-0.15344,-0.13257,-0.13257,-0.14514,-0.12317,-0.13782,-0.15198,-0.14172,-0.13818,-0.13232,-0.13257,-0.13171,-0.14185,-0.13086,-0.14575,-0.15161,-0.14197,-0.14221,-0.13696,-0.14221,-0.14612,-0.15161,-0.14148,-0.13928,-0.13403,-0.14502,-0.14783,-0.14587,-0.15491,-0.14258,-0.13098,-0.14221,-0.14014,-0.12842,-0.13208,-0.14966,-0.15515,-0.14392,-0.13721,-0.1344,-0.12305,-0.14734,-0.14331,-0.15271,-0.14551,-0.14221,-0.14282,-0.13672,-0.13965,-0.14551,-0.14844,-0.15442,-0.14502,-0.13391,-0.14429,-0.14246,-0.13818,-0.15637,-0.13831,-0.13672,-0.14185,-0.14746,-0.14526,-0.14612,-0.15564,-0.15442,-0.13293,-0.13257,-0.14221,-0.14417,-0.12646,-0.14551,-0.15112,-0.13965,-0.1322,-0.14221,-0.13013,-0.14392,-0.13684,-0.15527,-0.15588,-0.13245,-0.14233,-0.13525,-0.14355,-0.14929,-0.14685,-0.15454,-0.13745,-0.14246,-0.14575,-0.12488,-0.14697,-0.1604,-0.14844,-0.14294,-0.14258,-0.14404,-0.14172,-0.13391,-0.15601,-0.15771
-0.12415,-0.14014,-0.13269,-0.14429,-0.13062,-0.13708,-0.1344,-0.13379,-0.13708,-0.14307,-0.13818,-0.15833,-0.14539,-0.13452,-0.1405,-0.14209,-0.12683,-0.14551,-0.13721,-0.14539,-0.13196,-0.14062,-0.14001,-0.14294,-0.13953,-0.15527,-0.14307,-0.14392,-0.14282,-0.13989,-0.14697,-0.14331,-0.14453,-0.15491,-0.14514,-0.13318,-0.14038,-0.1438,-0.14001,-0.15027,-0.15527,-0.1272,-0.12012,-0.1333,-0.14465,-0.13379,-0.13965,-0.14709,-0.14099,-0.1355,-0.14038,-0.13696,-0.13831,-0.12097,-0.1438,-0.1488,-0.13611,-0.12842,-0.14124,-0.14526,-0.14783,-0.14514,-0.14197,-0.13708,-0.13306,-0.14331,-0.14954,-0.1322,-0.14673,-0.14954,-0.14282,-0.12451,-0.12708,-0.14844,-0.14478,-0.13525,-0.14832,-0.12439,-0.12415,-0.13904,-0.14075,-0.1416,-0.14099,-0.15137,-0.15283,-0.13232,-0.1189,-0.13232,-0.12927,-0.13757,-0.14185,-0.1499,-0.14563,-0.13513,-0.14563,-0.14038,-0.14221,-0.15186,-0.15308,-0.14221,-0.13257,-0.12988,-0.14392,-0.12659,-0.14685,-0.13855,-0.13293,-0.1377,-0.12805,-0.14355,-0.13806,-0.1366,-0.15442,-0.13708,-0.13318,-0.11426,-0.13867,-0.14856,-0.13599,-0.14111,-0.14099,-0.13245,-0.12842,-0.13928,-0.13245,-0.13977,-0.14233,-0.12854
-0.076782,-0.10095,-0.096436,-0.096313,-0.083496,-0.083862,-0.087036,-0.085449,-0.10437,-0.1095,-0.088013,-0.10925,-0.10522,-0.093872,-0.10388,-0.10339,-0.088013,-0.12158,-0.091675,-0.099487,-0.089966,-0.095337,-0.099365,-0.099487,-0.096069,-0.10498,-0.093872,-0.10645,-0.1051,-0.10095,-0.11487,-0.10364,-0.097046,-0.12036,-0.098511,-0.091919,-0.10107,-0.11731,-0.09729,-0.12146,-0.11621,-0.076538,-0.070923,-0.0896,-0.10645,-0.092285,-0.10217,-0.1012,-0.10059,-0.088379,-0.10071,-0.092285,-0.088501,-0.078735,-0.092896,-0.11035,-0.10266,-0.077148,-0.10156,-0.11963,-0.10559,-0.093872,-0.092773,-0.088867,-0.088257,-0.10486,-0.12317,-0.090088,-0.1051,-0.10059,-0.098389,-0.081299,-0.082031,-0.11084,-0.10583,-0.091797,-0.10669,-0.076294,-0.079956,-0.099976,-0.099854,-0.10229,-0.099121,-0.0979,-0.11597,-0.092041,-0.072998,-0.089478,-0.087524,-0.093018,-0.094116,-0.099976,-0.10437,-0.092407,-0.10596,-0.094238,-0.10962,-0.1051,-0.10791,-0.097534,-0.091187,-0.0896,-0.11328,-0.093628,-0.1156,-0.093262,-0.084473,-0.096558,-0.079224,-0.10864,-0.097412,-0.085571,-0.11609,-0.085571,-0.092773,-0.070557,-0.093018,-0.11267,-0.087524,-0.089355,-0.094727,-0.088623,-0.08374,-0.098022,-0.09375,-0.099243,-0.094482,-0.085327
